id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	86	86	0	86	0	0
4	0	6	352	540	188	0	534	346	346
7	0	15	904	1440	536	0	1425	889	889
11	0	28	2152	2376	224	0	2348	2124	2124
15	0	46	2551	2658	107	0	2612	2505	2505
17	0	49	2842	2888	46	0	2839	2793	2793
20	0	78	3109	3364	255	0	3286	3031	3031
24	0	88	3752	3801	49	0	3713	3664	3664
29	0	107	4498	4876	378	0	4769	4391	4391
32	0	120	5832	5888	56	0	5768	5712	5712
35	0	151	5948	5959	11	0	5808	5797	5797
36	0	153	5959	5985	26	0	5832	5806	5806
39	0	163	6191	6262	71	0	6099	6028	6028
40	0	172	6262	6286	24	0	6114	6090	6090
41	0	174	6286	6516	230	0	6342	6112	6112
42	0	180	6516	6806	290	0	6626	6336	6336
44	0	186	6925	7004	79	0	6818	6739	6739
46	0	199	7013	7338	325	0	7139	6814	6814
50	0	209	7741	8156	415	0	7947	7532	7532
52	0	221	8189	8226	37	0	8005	7968	7968
53	0	225	8226	8319	93	0	8094	8001	8001
63	17	257	11350	11370	20	0	11113	11093	11093
64	8	259	11370	11395	25	0	11136	11111	11111
65	3	277	11395	11499	104	0	11222	11118	11118
67	0	292	11901	11946	45	0	11654	11609	11609
68	0	298	11946	12357	411	0	12059	11648	11648
69	0	310	12357	12432	75	0	12122	12047	12047
70	0	316	12432	13042	610	0	12726	12116	12116
72	0	319	13129	13526	397	0	13207	12810	12810
73	0	321	13526	13638	112	0	13317	13205	13205
79	0	342	14556	14743	187	0	14401	14214	14214
82	0	356	14916	15139	223	0	14783	14560	14560
3	61	5	229	15176	159	12	15171	15000	236
88	0	403	15840	15996	156	0	15593	15437	15437
89	0	404	15996	16033	37	0	15629	15592	15592
90	0	408	16033	16082	49	0	15674	15625	15625
91	0	423	16082	16132	50	0	15709	15659	15659
93	0	425	16322	16426	104	0	16001	15897	15897
98	0	451	16922	17328	406	0	16877	16471	16471
99	0	454	17328	17469	141	0	17015	16874	16874
100	0	459	17469	17491	22	0	17032	17010	17010
5	32	7	540	17582	157	1	17575	17417	534
10	190	25	2122	17641	38	10	17616	17568	2107
12	110	32	2376	17730	134	83	17698	17481	2427
14	65	43	2530	17840	131	1	17797	17665	2488
13	82	42	2430	18092	352	27	18050	17671	2415
16	133	48	2658	18297	389	9	18249	17851	2619
18	92	53	2888	18579	333	3	18526	18190	2838
19	131	55	2939	18786	377	8	18731	18346	2892
21	135	79	3364	18816	170	21	18737	18546	3306
22	178	80	3504	18952	358	2	18872	18512	3426
23	102	82	3726	19062	136	12	18980	18832	3656
25	98	95	3801	19292	324	16	19197	18857	3722
27	198	99	4283	19564	391	10	19465	19064	4194
28	129	104	4437	19704	201	14	19600	19385	4347
30	226	114	4876	19945	564	20	19831	19247	4782
31	429	117	5199	20165	853	6	20048	19189	5088
33	242	127	5888	20195	86	30	20068	19952	5791
34	123	147	5944	20440	249	28	20293	20016	5825
37	75	157	5985	20580	168	3	20423	20252	5831
43	122	184	6806	20849	216	7	20665	20442	6629
45	65	196	7004	21040	200	3	20844	20641	6811
49	133	207	7639	21277	112	2	21070	20956	7434
51	83	216	8156	21472	228	33	21256	20995	7973
55	307	229	8832	21618	383	12	21389	20994	8615
57	251	235	9338	21935	312	2	21700	21386	9105
58	285	236	9592	21963	347	26	21727	21354	9382
59	193	239	9911	22144	283	10	21905	21612	9682
60	233	240	10013	22393	522	13	22153	21618	9786
2	377	2	86	22856	672	41	22854	22141	125
62	283	256	11160	23357	691	16	23101	22394	10920
66	342	278	11499	23432	477	71	23154	22606	11292
74	251	322	13638	23513	310	2	23191	22879	13318
75	197	323	13926	23850	481	4	23527	23042	13607
76	153	330	14070	23869	129	30	23539	23380	13770
78	165	341	14423	24253	378	13	23912	23521	14095
80	106	345	14743	24286	81	4	23941	23856	14402
83	58	359	15139	24379	67	15	24020	23938	14795
85	117	389	15220	24481	256	1	24092	23835	14832
86	63	399	15404	24697	226	23	24298	24049	15028
87	244	402	15414	25055	784	25	24653	23844	15037
95	236	433	16632	25315	427	3	24882	24452	16202
96	123	443	16894	25598	294	3	25155	24858	16454
97	70	447	16905	25700	119	8	25253	25126	16466
6	52	10	606	25733	366	18	25723	25339	614
9	21	24	1978	26052	326	57	26028	25645	2011
54	100	227	8319	26629	595	15	26402	25792	8107
61	258	241	10286	26830	998	82	26589	25509	10127
77	148	340	14180	27047	416	12	26707	26279	13852
92	60	424	16132	27314	341	28	26890	26521	15736
94	46	427	16426	27410	335	25	26983	26623	16024
8	96	22	1440	27500	790	31	27478	26657	1449
47	75	202	7338	27751	221	19	27549	27309	7155
48	224	204	7342	27789	865	44	27585	26676	7182
71	150	317	13042	27982	424	29	27665	27212	12754
81	124	352	14791	28682	950	59	28330	27321	14498
84	102	387	15176	28767	239	65	28380	28076	14854
38	106	162	6013	28982	771	48	28820	28001	5899
56	102	234	9148	28985	561	78	28751	28112	8992
26	88	98	3895	28987	524	70	28889	28295	3867
0	0	0	0	28987	0	0	28987	28987	0
